"","year","team","conference","division","total_games","total_wins","total_losses","total_ties","conference_games","conference_wins","conference_losses","conference_ties","home_games","home_wins","home_losses","home_ties","away_games","away_wins","away_losses","away_ties"
"1929",2015,"Wisconsin","Big Ten","West",13,10,3,0,8,6,2,0,7,5,2,0,4,4,0,0
"1930",2015,"Wyoming","Mountain West","Mountain",12,2,10,0,8,2,6,0,6,2,4,0,6,0,6,0
"1931",2016,"Air Force","Mountain West","Mountain",13,10,3,0,8,5,3,0,6,5,1,0,5,4,1,0
"1932",2016,"Akron","Mid-American","East",12,5,7,0,8,3,5,0,6,2,4,0,6,3,3,0
"1933",2016,"Alabama","SEC","West",15,14,1,0,9,9,0,0,7,7,0,0,4,4,0,0
"1934",2016,"Appalachian State","Sun Belt","",13,10,3,0,8,7,1,0,6,5,1,0,6,4,2,0
"1935",2016,"Arizona","Pac-12","South",12,3,9,0,9,1,8,0,7,3,4,0,4,0,4,0
"1936",2016,"Arizona State","Pac-12","South",12,5,7,0,9,2,7,0,6,4,2,0,6,1,5,0
"1937",2016,"Arkansas","SEC","West",13,7,6,0,8,3,5,0,7,5,2,0,4,2,2,0
"1938",2016,"Arkansas State","Sun Belt","",13,8,5,0,8,7,1,0,6,4,2,0,7,4,3,0
"1939",2016,"Army","FBS Independents","",13,8,5,0,0,0,0,0,5,3,2,0,5,3,2,0
"1940",2016,"Auburn","SEC","West",13,8,5,0,8,5,3,0,8,6,2,0,4,2,2,0
"1941",2016,"Ball State","Mid-American","West",12,4,8,0,8,1,7,0,5,1,4,0,7,3,4,0
"1942",2016,"Baylor","Big 12","",13,7,6,0,9,3,6,0,6,4,2,0,5,2,3,0
"1943",2016,"Boise State","Mountain West","Mountain",13,10,3,0,8,6,2,0,6,6,0,0,6,4,2,0
"1944",2016,"Boston College","ACC","Atlantic",13,7,6,0,8,2,6,0,6,3,3,0,5,3,2,0
"1945",2016,"Bowling Green","Mid-American","East",12,4,8,0,8,3,5,0,6,3,3,0,6,1,5,0
"1946",2016,"Buffalo","Mid-American","East",12,2,10,0,8,1,7,0,6,2,4,0,6,0,6,0
"1947",2016,"BYU","FBS Independents","",13,9,4,0,0,0,0,0,6,5,1,0,4,2,2,0
"1948",2016,"California","Pac-12","North",12,5,7,0,9,3,6,0,6,4,2,0,5,0,5,0
"1949",2016,"Central Michigan","Mid-American","West",13,6,7,0,8,3,5,0,6,4,2,0,6,2,4,0
"1950",2016,"Charlotte","Conference USA","East",12,4,8,0,8,3,5,0,6,1,5,0,6,3,3,0
"1951",2016,"Cincinnati","American Athletic","East",12,4,8,0,8,1,7,0,7,3,4,0,5,1,4,0
"1952",2016,"Clemson","ACC","Atlantic",15,14,1,0,9,8,1,0,7,6,1,0,5,5,0,0
"1953",2016,"Colorado","Pac-12","South",14,10,4,0,10,8,2,0,6,6,0,0,5,3,2,0
"1954",2016,"Colorado State","Mountain West","Mountain",13,7,6,0,8,5,3,0,6,5,1,0,5,2,3,0
"1955",2016,"Connecticut","American Athletic","East",12,3,9,0,8,1,7,0,7,3,4,0,5,0,5,0
"1956",2016,"Duke","ACC","Coastal",12,4,8,0,8,1,7,0,6,3,3,0,6,1,5,0
"1957",2016,"East Carolina","American Athletic","East",12,3,9,0,8,1,7,0,6,3,3,0,6,0,6,0
"1958",2016,"Eastern Michigan","Mid-American","West",13,7,6,0,8,4,4,0,6,3,3,0,6,4,2,0
"1959",2016,"Florida","SEC","East",13,9,4,0,9,6,3,0,5,5,0,0,5,2,3,0
"1960",2016,"Florida Atlantic","Conference USA","East",12,3,9,0,8,2,6,0,6,2,4,0,6,1,5,0
"1961",2016,"Florida International","Conference USA","East",12,4,8,0,8,4,4,0,7,2,5,0,5,2,3,0
"1962",2016,"Florida State","ACC","Atlantic",13,10,3,0,8,5,3,0,6,4,2,0,5,4,1,0
"1963",2016,"Fresno State","Mountain West","West",12,1,11,0,8,0,8,0,6,1,5,0,6,0,6,0
"1964",2016,"Georgia","SEC","East",13,8,5,0,8,4,4,0,6,3,3,0,4,3,1,0
"1965",2016,"Georgia Southern","Sun Belt","",12,5,7,0,8,4,4,0,5,3,2,0,7,2,5,0
"1966",2016,"Georgia State","Sun Belt","",12,3,9,0,8,2,6,0,6,3,3,0,6,0,6,0
"1967",2016,"Georgia Tech","ACC","Coastal",13,9,4,0,8,4,4,0,7,5,2,0,4,2,2,0
"1968",2016,"Hawai'i","Mountain West","West",14,7,7,0,8,4,4,0,6,3,3,0,6,3,3,0
"1969",2016,"Houston","American Athletic","West",13,9,4,0,8,5,3,0,6,6,0,0,5,2,3,0
"1970",2016,"Idaho","Sun Belt","",13,9,4,0,8,6,2,0,5,4,1,0,7,4,3,0
"1971",2016,"Illinois","Big Ten","West",12,3,9,0,9,2,7,0,7,2,5,0,5,1,4,0
"1972",2016,"Indiana","Big Ten","East",13,6,7,0,9,4,5,0,7,4,3,0,5,2,3,0
"1973",2016,"Iowa","Big Ten","West",13,8,5,0,9,6,3,0,7,4,3,0,5,4,1,0
"1974",2016,"Iowa State","Big 12","",12,3,9,0,9,2,7,0,7,2,5,0,5,1,4,0
"1975",2016,"Kansas","Big 12","",12,2,10,0,9,1,8,0,6,2,4,0,6,0,6,0
"1976",2016,"Kansas State","Big 12","",13,9,4,0,9,6,3,0,6,5,1,0,6,3,3,0
"1977",2016,"Kent State","Mid-American","East",12,3,9,0,8,2,6,0,6,1,5,0,6,2,4,0
"1978",2016,"Kentucky","SEC","East",13,7,6,0,8,4,4,0,7,5,2,0,5,2,3,0
"1979",2016,"Louisiana","Sun Belt","",13,6,7,0,8,5,3,0,6,3,3,0,6,3,3,0
"1980",2016,"Louisiana Monroe","Sun Belt","",12,4,8,0,8,3,5,0,5,3,2,0,7,1,6,0
"1981",2016,"Louisiana Tech","Conference USA","West",14,9,5,0,9,6,3,0,5,5,0,0,8,3,5,0
"1982",2016,"Louisville","ACC","Atlantic",13,9,4,0,8,7,1,0,6,5,1,0,6,4,2,0
"1983",2016,"LSU","SEC","West",12,8,4,0,8,5,3,0,7,5,2,0,3,2,1,0
"1984",2016,"Marshall","Conference USA","East",12,3,9,0,8,2,6,0,7,3,4,0,5,0,5,0
"1985",2016,"Maryland","Big Ten","East",13,6,7,0,9,3,6,0,6,4,2,0,6,2,4,0
"1986",2016,"Memphis","American Athletic","West",13,8,5,0,8,5,3,0,7,5,2,0,5,3,2,0
"1987",2016,"Miami","ACC","Coastal",13,9,4,0,8,5,3,0,6,4,2,0,6,4,2,0
"1988",2016,"Miami (OH)","Mid-American","East",13,6,7,0,8,6,2,0,6,3,3,0,6,3,3,0
"1989",2016,"Michigan","Big Ten","East",13,10,3,0,9,7,2,0,8,8,0,0,4,2,2,0
"1990",2016,"Michigan State","Big Ten","East",12,3,9,0,9,1,8,0,7,2,5,0,5,1,4,0
"1991",2016,"Middle Tennessee","Conference USA","East",13,8,5,0,8,5,3,0,5,3,2,0,7,5,2,0
"1992",2016,"Minnesota","Big Ten","West",13,9,4,0,9,5,4,0,7,6,1,0,5,2,3,0
"1993",2016,"Mississippi State","SEC","West",13,6,7,0,8,3,5,0,6,3,3,0,6,2,4,0
"1994",2016,"Missouri","SEC","East",12,4,8,0,8,2,6,0,7,4,3,0,5,0,5,0
"1995",2016,"Navy","American Athletic","West",14,9,5,0,9,7,2,0,6,5,1,0,5,3,2,0
"1996",2016,"NC State","ACC","Atlantic",13,7,6,0,8,3,5,0,7,4,3,0,5,2,3,0
"1997",2016,"Nebraska","Big Ten","West",13,9,4,0,9,6,3,0,7,7,0,0,5,2,3,0
"1998",2016,"Nevada","Mountain West","West",12,5,7,0,8,3,5,0,6,4,2,0,6,1,5,0
"1999",2016,"New Mexico","Mountain West","Mountain",13,9,4,0,8,6,2,0,6,5,1,0,5,2,3,0
"2000",2016,"New Mexico State","Sun Belt","",12,3,9,0,8,2,6,0,5,3,2,0,7,0,7,0
"2001",2016,"North Carolina","ACC","Coastal",13,8,5,0,8,5,3,0,6,4,2,0,5,4,1,0
"2002",2016,"Northern Illinois","Mid-American","West",12,5,7,0,8,5,3,0,5,2,3,0,6,3,3,0
"2003",2016,"North Texas","Conference USA","West",13,5,8,0,8,3,5,0,6,3,3,0,6,2,4,0
"2004",2016,"Northwestern","Big Ten","West",13,7,6,0,9,5,4,0,7,3,4,0,5,3,2,0
"2005",2016,"Notre Dame","FBS Independents","",12,4,8,0,0,0,0,0,6,2,4,0,3,0,3,0
"2006",2016,"Ohio","Mid-American","East",14,8,6,0,9,6,3,0,6,4,2,0,6,4,2,0
"2007",2016,"Ohio State","Big Ten","East",13,11,2,0,9,8,1,0,7,7,0,0,5,4,1,0
"2008",2016,"Oklahoma","Big 12","",13,11,2,0,9,9,0,0,6,5,1,0,4,4,0,0
"2009",2016,"Oklahoma State","Big 12","",13,10,3,0,9,7,2,0,7,6,1,0,5,3,2,0
"2010",2016,"Old Dominion","Conference USA","East",13,10,3,0,8,7,1,0,6,6,0,0,6,3,3,0
"2011",2016,"Ole Miss","SEC","West",12,5,7,0,8,2,6,0,7,4,3,0,4,1,3,0
"2012",2016,"Oregon","Pac-12","North",12,4,8,0,9,2,7,0,6,3,3,0,6,1,5,0
"2013",2016,"Oregon State","Pac-12","North",12,4,8,0,9,3,6,0,7,4,3,0,5,0,5,0
"2014",2016,"Penn State","Big Ten","East",14,11,3,0,10,9,1,0,7,7,0,0,5,3,2,0
"2015",2016,"Pittsburgh","ACC","Coastal",13,8,5,0,8,5,3,0,7,6,1,0,5,2,3,0
"2016",2016,"Purdue","Big Ten","West",12,3,9,0,9,1,8,0,7,2,5,0,5,1,4,0
"2017",2016,"Rice","Conference USA","West",12,3,9,0,8,2,6,0,6,2,4,0,6,1,5,0
"2018",2016,"Rutgers","Big Ten","East",12,2,10,0,9,0,9,0,7,2,5,0,5,0,5,0
"2019",2016,"San Diego State","Mountain West","West",14,11,3,0,9,7,2,0,6,5,1,0,7,5,2,0
"2020",2016,"San José State","Mountain West","West",12,4,8,0,8,3,5,0,6,3,3,0,6,1,5,0
"2021",2016,"SMU","American Athletic","West",12,5,7,0,8,3,5,0,6,2,4,0,6,3,3,0
"2022",2016,"South Alabama","Sun Belt","",13,6,7,0,8,2,6,0,7,5,2,0,5,1,4,0
"2023",2016,"South Carolina","SEC","East",13,6,7,0,8,3,5,0,7,5,2,0,5,1,4,0
"2024",2016,"Southern Mississippi","Conference USA","West",13,7,6,0,8,4,4,0,6,4,2,0,6,2,4,0
"2025",2016,"South Florida","American Athletic","East",13,11,2,0,8,7,1,0,7,6,1,0,5,4,1,0
"2026",2016,"Stanford","Pac-12","North",13,10,3,0,9,6,3,0,6,4,2,0,6,5,1,0
"2027",2016,"Syracuse","ACC","Atlantic",12,4,8,0,8,2,6,0,6,2,4,0,5,2,3,0
"2028",2016,"TCU","Big 12","",13,6,7,0,9,4,5,0,7,2,5,0,5,4,1,0
"2029",2016,"Temple","American Athletic","East",14,10,4,0,9,8,1,0,7,6,1,0,6,4,2,0
"2030",2016,"Tennessee","SEC","East",13,9,4,0,8,4,4,0,7,6,1,0,4,1,3,0
"2031",2016,"Texas","Big 12","",12,5,7,0,9,3,6,0,6,4,2,0,5,1,4,0
"2032",2016,"Texas A&M","SEC","West",13,8,5,0,8,4,4,0,7,5,2,0,4,2,2,0
"2033",2016,"Texas State","Sun Belt","",12,2,10,0,8,0,8,0,6,1,5,0,6,1,5,0
"2034",2016,"Texas Tech","Big 12","",12,5,7,0,9,3,6,0,6,3,3,0,5,1,4,0
"2035",2016,"Toledo","Mid-American","West",13,9,4,0,8,6,2,0,6,5,1,0,5,3,2,0
"2036",2016,"Troy","Sun Belt","",13,10,3,0,8,6,2,0,6,5,1,0,6,4,2,0
"2037",2016,"Tulane","American Athletic","West",12,4,8,0,8,1,7,0,6,2,4,0,6,2,4,0
"2038",2016,"Tulsa","American Athletic","West",13,10,3,0,8,6,2,0,6,6,0,0,6,3,3,0
"2039",2016,"UCF","American Athletic","East",13,6,7,0,8,4,4,0,7,3,4,0,6,3,3,0
"2040",2016,"UCLA","Pac-12","South",12,4,8,0,9,2,7,0,6,3,3,0,6,1,5,0
"2041",2016,"UMass","FBS Independents","",12,2,10,0,0,0,0,0,6,2,4,0,6,0,6,0
"2042",2016,"UNLV","Mountain West","West",12,4,8,0,8,3,5,0,6,3,3,0,6,1,5,0
"2043",2016,"USC","Pac-12","South",13,10,3,0,9,7,2,0,6,6,0,0,5,3,2,0
"2044",2016,"Utah","Pac-12","South",13,9,4,0,9,5,4,0,6,4,2,0,6,4,2,0
"2045",2016,"Utah State","Mountain West","Mountain",12,3,9,0,8,1,7,0,6,3,3,0,6,0,6,0
"2046",2016,"UTEP","Conference USA","West",12,4,8,0,8,2,6,0,7,3,4,0,5,1,4,0
"2047",2016,"UT San Antonio","Conference USA","West",13,6,7,0,8,5,3,0,6,4,2,0,6,2,4,0
"2048",2016,"Vanderbilt","SEC","East",13,6,7,0,8,3,5,0,6,4,2,0,6,2,4,0
"2049",2016,"Virginia","ACC","Coastal",12,2,10,0,8,1,7,0,6,1,5,0,6,1,5,0
"2050",2016,"Virginia Tech","ACC","Coastal",14,10,4,0,9,6,3,0,6,5,1,0,5,4,1,0
"2051",2016,"Wake Forest","ACC","Atlantic",13,7,6,0,8,3,5,0,7,4,3,0,5,2,3,0
"2052",2016,"Washington","Pac-12","North",14,12,2,0,10,9,1,0,7,6,1,0,5,5,0,0
"2053",2016,"Washington State","Pac-12","North",13,8,5,0,9,7,2,0,7,5,2,0,5,3,2,0
"2054",2016,"Western Kentucky","Conference USA","East",14,11,3,0,9,8,1,0,7,6,1,0,6,4,2,0
"2055",2016,"Western Michigan","Mid-American","West",14,13,1,0,9,9,0,0,6,6,0,0,6,6,0,0
"2056",2016,"West Virginia","Big 12","",13,10,3,0,9,7,2,0,7,6,1,0,4,3,1,0
"2057",2016,"Wisconsin","Big Ten","West",14,11,3,0,10,7,3,0,6,5,1,0,5,4,1,0
"2058",2016,"Wyoming","Mountain West","Mountain",14,8,6,0,9,6,3,0,7,6,1,0,6,2,4,0
"2059",2017,"Air Force","Mountain West","Mountain",12,5,7,0,8,4,4,0,6,3,3,0,6,2,4,0
"2060",2017,"Akron","Mid-American","East",14,7,7,0,9,6,3,0,6,5,1,0,7,2,5,0
"2061",2017,"Alabama","SEC","West",14,13,1,0,9,8,1,0,7,7,0,0,4,3,1,0
"2062",2017,"Appalachian State","Sun Belt","",13,9,4,0,8,7,1,0,6,5,1,0,6,3,3,0
"2063",2017,"Arizona","Pac-12","South",13,7,6,0,9,5,4,0,6,4,2,0,6,3,3,0
"2064",2017,"Arizona State","Pac-12","South",13,7,6,0,9,6,3,0,7,5,2,0,5,2,3,0
"2065",2017,"Arkansas","SEC","West",12,4,8,0,8,1,7,0,6,2,4,0,4,1,3,0
"2066",2017,"Arkansas State","Sun Belt","",12,7,5,0,8,6,2,0,5,4,1,0,6,3,3,0
"2067",2017,"Army","FBS Independents","",13,10,3,0,0,0,0,0,6,6,0,0,5,2,3,0
"2068",2017,"Auburn","SEC","West",14,10,4,0,9,7,2,0,7,7,0,0,5,3,2,0
"2069",2017,"Ball State","Mid-American","West",12,2,10,0,8,0,8,0,6,2,4,0,6,0,6,0
"2070",2017,"Baylor","Big 12","",12,1,11,0,9,1,8,0,6,0,6,0,5,1,4,0
"2071",2017,"Boise State","Mountain West","Mountain",14,11,3,0,9,8,1,0,7,6,1,0,6,4,2,0
"2072",2017,"Boston College","ACC","Atlantic",13,7,6,0,8,4,4,0,6,2,4,0,5,4,1,0
"2073",2017,"Bowling Green","Mid-American","East",12,2,10,0,8,2,6,0,5,0,5,0,7,2,5,0
"2074",2017,"Buffalo","Mid-American","East",12,6,6,0,8,4,4,0,6,4,2,0,6,2,4,0
"2075",2017,"BYU","FBS Independents","",13,4,9,0,0,0,0,0,6,2,4,0,6,2,4,0
"2076",2017,"California","Pac-12","North",12,5,7,0,9,2,7,0,6,4,2,0,6,1,5,0
"2077",2017,"Central Michigan","Mid-American","West",13,8,5,0,8,6,2,0,5,3,2,0,7,5,2,0
"2078",2017,"Charlotte","Conference USA","East",12,1,11,0,8,1,7,0,6,1,5,0,6,0,6,0
"2079",2017,"Cincinnati","American Athletic","East",12,4,8,0,8,2,6,0,6,2,4,0,6,2,4,0
"2080",2017,"Clemson","ACC","Atlantic",14,12,2,0,9,8,1,0,7,7,0,0,5,4,1,0
"2081",2017,"Coastal Carolina","Sun Belt","",12,3,9,0,8,2,6,0,6,2,4,0,6,1,5,0
"2082",2017,"Colorado","Pac-12","South",12,5,7,0,9,2,7,0,6,3,3,0,5,1,4,0
"2083",2017,"Colorado State","Mountain West","Mountain",13,7,6,0,8,5,3,0,6,4,2,0,5,3,2,0
"2084",2017,"Connecticut","American Athletic","East",12,3,9,0,8,2,6,0,6,2,4,0,5,1,4,0
"2085",2017,"Duke","ACC","Coastal",13,7,6,0,8,3,5,0,7,4,3,0,5,2,3,0
"2086",2017,"East Carolina","American Athletic","East",12,3,9,0,8,2,6,0,7,2,5,0,5,1,4,0
"2087",2017,"Eastern Michigan","Mid-American","West",12,5,7,0,8,3,5,0,5,3,2,0,7,2,5,0
"2088",2017,"Florida","SEC","East",11,4,7,0,8,3,5,0,6,3,3,0,3,1,2,0
"2089",2017,"Florida Atlantic","Conference USA","East",14,11,3,0,9,9,0,0,8,7,1,0,6,4,2,0
"2090",2017,"Florida International","Conference USA","East",13,8,5,0,8,5,3,0,6,5,1,0,5,2,3,0
"2091",2017,"Florida State","ACC","Atlantic",13,7,6,0,8,3,5,0,6,3,3,0,5,3,2,0
"2092",2017,"Fresno State","Mountain West","West",14,10,4,0,9,7,2,0,6,5,1,0,7,4,3,0
"2093",2017,"Georgia","SEC","East",15,13,2,0,10,8,2,0,6,6,0,0,5,4,1,0
"2094",2017,"Georgia Southern","Sun Belt","",12,2,10,0,8,2,6,0,4,1,3,0,7,1,6,0
"2095",2017,"Georgia State","Sun Belt","",12,7,5,0,8,5,3,0,5,1,4,0,6,5,1,0
"2096",2017,"Georgia Tech","ACC","Coastal",11,5,6,0,8,4,4,0,6,5,1,0,4,0,4,0
"2097",2017,"Hawai'i","Mountain West","West",12,3,9,0,8,1,7,0,6,2,4,0,6,1,5,0
"2098",2017,"Houston","American Athletic","West",12,7,5,0,8,5,3,0,6,4,2,0,5,3,2,0
"2099",2017,"Idaho","Sun Belt","",12,4,8,0,8,3,5,0,6,2,4,0,6,2,4,0
"2100",2017,"Illinois","Big Ten","West",12,2,10,0,9,0,9,0,7,2,5,0,5,0,5,0
"2101",2017,"Indiana","Big Ten","East",12,5,7,0,9,2,7,0,6,3,3,0,6,2,4,0
"2102",2017,"Iowa","Big Ten","West",13,8,5,0,9,4,5,0,7,5,2,0,5,2,3,0
"2103",2017,"Iowa State","Big 12","",13,8,5,0,9,5,4,0,6,3,3,0,7,5,2,0
"2104",2017,"Kansas","Big 12","",12,1,11,0,9,0,9,0,7,1,6,0,5,0,5,0
"2105",2017,"Kansas State","Big 12","",13,8,5,0,9,5,4,0,7,4,3,0,5,3,2,0
"2106",2017,"Kent State","Mid-American","East",12,2,10,0,8,1,7,0,5,2,3,0,7,0,7,0
"2107",2017,"Kentucky","SEC","East",13,7,6,0,8,4,4,0,7,4,3,0,5,3,2,0
"2108",2017,"Louisiana","Sun Belt","",12,5,7,0,8,4,4,0,5,3,2,0,7,2,5,0
"2109",2017,"Louisiana Monroe","Sun Belt","",12,4,8,0,8,4,4,0,5,2,3,0,7,2,5,0
"2110",2017,"Louisiana Tech","Conference USA","West",13,7,6,0,8,4,4,0,7,3,4,0,5,3,2,0
"2111",2017,"Louisville","ACC","Atlantic",13,8,5,0,8,4,4,0,6,4,2,0,5,3,2,0
"2112",2017,"LSU","SEC","West",13,9,4,0,8,6,2,0,6,5,1,0,5,3,2,0
"2113",2017,"Marshall","Conference USA","East",13,8,5,0,8,4,4,0,6,4,2,0,6,3,3,0
"2114",2017,"Maryland","Big Ten","East",12,4,8,0,9,2,7,0,6,2,4,0,6,2,4,0
"2115",2017,"Memphis","American Athletic","West",13,10,3,0,9,7,2,0,8,7,1,0,5,3,2,0
"2116",2017,"Miami","ACC","Coastal",13,10,3,0,9,7,2,0,8,7,1,0,4,3,1,0
"2117",2017,"Miami (OH)","Mid-American","East",12,5,7,0,8,4,4,0,6,3,3,0,6,2,4,0
"2118",2017,"Michigan","Big Ten","East",13,8,5,0,9,5,4,0,6,4,2,0,5,3,2,0
"2119",2017,"Michigan State","Big Ten","East",13,10,3,0,9,7,2,0,7,6,1,0,5,3,2,0
"2120",2017,"Middle Tennessee","Conference USA","East",13,7,6,0,8,4,4,0,6,4,2,0,6,2,4,0
"2121",2017,"Minnesota","Big Ten","West",12,5,7,0,9,2,7,0,7,4,3,0,5,1,4,0
"2122",2017,"Mississippi State","SEC","West",13,9,4,0,8,4,4,0,7,5,2,0,5,3,2,0
"2123",2017,"Missouri","SEC","East",13,7,6,0,8,4,4,0,7,4,3,0,5,3,2,0
"2124",2017,"Navy","American Athletic","West",13,7,6,0,8,4,4,0,6,5,1,0,6,2,4,0
"2125",2017,"NC State","ACC","Atlantic",13,9,4,0,8,6,2,0,6,5,1,0,5,3,2,0
"2126",2017,"Nebraska","Big Ten","West",12,4,8,0,9,3,6,0,7,2,5,0,5,2,3,0
"2127",2017,"Nevada","Mountain West","West",12,3,9,0,8,3,5,0,6,3,3,0,6,0,6,0
"2128",2017,"New Mexico","Mountain West","Mountain",12,3,9,0,8,1,7,0,6,2,4,0,6,1,5,0
"2129",2017,"New Mexico State","Sun Belt","",13,7,6,0,8,4,4,0,5,3,2,0,7,3,4,0
"2130",2017,"North Carolina","ACC","Coastal",12,3,9,0,8,1,7,0,7,1,6,0,5,2,3,0
"2131",2017,"Northern Illinois","Mid-American","West",13,8,5,0,8,6,2,0,6,5,1,0,6,3,3,0
"2132",2017,"North Texas","Conference USA","West",14,9,5,0,9,7,2,0,6,6,0,0,7,3,4,0
"2133",2017,"Northwestern","Big Ten","West",13,10,3,0,9,7,2,0,7,6,1,0,5,3,2,0
"2134",2017,"Notre Dame","FBS Independents","",13,10,3,0,0,0,0,0,7,6,1,0,5,3,2,0
"2135",2017,"Ohio","Mid-American","East",13,9,4,0,8,5,3,0,6,5,1,0,6,3,3,0
"2136",2017,"Ohio State","Big Ten","East",14,12,2,0,10,9,1,0,7,6,1,0,5,4,1,0
"2137",2017,"Oklahoma","Big 12","",14,12,2,0,10,9,1,0,6,5,1,0,5,5,0,0
"2138",2017,"Oklahoma State","Big 12","",13,10,3,0,9,6,3,0,6,3,3,0,6,6,0,0
"2139",2017,"Old Dominion","Conference USA","East",12,5,7,0,8,3,5,0,6,3,3,0,6,2,4,0
"2140",2017,"Ole Miss","SEC","West",12,6,6,0,8,3,5,0,7,4,3,0,5,2,3,0
"2141",2017,"Oregon","Pac-12","North",13,7,6,0,9,4,5,0,7,6,1,0,5,1,4,0
"2142",2017,"Oregon State","Pac-12","North",12,1,11,0,9,0,9,0,6,1,5,0,6,0,6,0
"2143",2017,"Penn State","Big Ten","East",13,11,2,0,9,7,2,0,7,7,0,0,5,3,2,0
"2144",2017,"Pittsburgh","ACC","Coastal",12,5,7,0,8,3,5,0,7,4,3,0,5,1,4,0
"2145",2017,"Purdue","Big Ten","West",13,7,6,0,9,4,5,0,6,4,2,0,5,2,3,0
"2146",2017,"Rice","Conference USA","West",12,1,11,0,8,1,7,0,5,0,5,0,6,1,5,0
"2147",2017,"Rutgers","Big Ten","East",12,4,8,0,9,3,6,0,7,3,4,0,5,1,4,0
"2148",2017,"San Diego State","Mountain West","West",13,10,3,0,8,6,2,0,7,5,2,0,5,5,0,0
"2149",2017,"San José State","Mountain West","West",13,2,11,0,8,1,7,0,6,2,4,0,7,0,7,0
"2150",2017,"SMU","American Athletic","West",13,7,6,0,8,4,4,0,7,6,1,0,5,1,4,0
"2151",2017,"South Alabama","Sun Belt","",12,4,8,0,8,3,5,0,6,3,3,0,6,1,5,0
"2152",2017,"South Carolina","SEC","East",13,9,4,0,8,5,3,0,7,5,2,0,4,2,2,0
"2153",2017,"Southern Mississippi","Conference USA","West",13,8,5,0,8,6,2,0,6,3,3,0,6,5,1,0
"2154",2017,"South Florida","American Athletic","East",12,10,2,0,8,6,2,0,6,5,1,0,5,4,1,0
"2155",2017,"Stanford","Pac-12","North",14,9,5,0,10,7,3,0,6,6,0,0,5,2,3,0
"2156",2017,"Syracuse","ACC","Atlantic",12,4,8,0,8,2,6,0,7,4,3,0,5,0,5,0
"2157",2017,"TCU","Big 12","",14,11,3,0,10,7,3,0,6,6,0,0,6,4,2,0
"2158",2017,"Temple","American Athletic","East",13,7,6,0,8,4,4,0,6,3,3,0,6,3,3,0
"2159",2017,"Tennessee","SEC","East",12,4,8,0,8,0,8,0,7,3,4,0,4,0,4,0
"2160",2017,"Texas","Big 12","",13,7,6,0,9,5,4,0,6,3,3,0,5,3,2,0
"2161",2017,"Texas A&M","SEC","West",13,7,6,0,8,4,4,0,7,4,3,0,4,2,2,0
"2162",2017,"Texas State","Sun Belt","",12,2,10,0,8,1,7,0,6,1,5,0,6,1,5,0
"2163",2017,"Texas Tech","Big 12","",13,6,7,0,9,3,6,0,6,2,4,0,5,3,2,0
"2164",2017,"Toledo","Mid-American","West",14,11,3,0,9,8,1,0,6,6,0,0,6,4,2,0
"2165",2017,"Troy","Sun Belt","",13,11,2,0,8,7,1,0,6,5,1,0,6,5,1,0
"2166",2017,"Tulane","American Athletic","West",12,5,7,0,8,3,5,0,6,4,2,0,6,1,5,0
"2167",2017,"Tulsa","American Athletic","West",12,2,10,0,8,1,7,0,6,2,4,0,6,0,6,0
"2168",2017,"UAB","Conference USA","West",13,8,5,0,8,6,2,0,6,6,0,0,6,2,4,0
"2169",2017,"UCF","American Athletic","East",13,13,0,0,9,9,0,0,7,7,0,0,5,5,0,0
"2170",2017,"UCLA","Pac-12","South",13,6,7,0,9,4,5,0,6,6,0,0,6,0,6,0
"2171",2017,"UMass","FBS Independents","",12,4,8,0,0,0,0,0,5,2,3,0,6,1,5,0
"2172",2017,"UNLV","Mountain West","West",12,5,7,0,8,4,4,0,6,2,4,0,6,3,3,0
"2173",2017,"USC","Pac-12","South",14,11,3,0,10,9,1,0,7,7,0,0,5,3,2,0
"2174",2017,"Utah","Pac-12","South",13,7,6,0,9,3,6,0,7,4,3,0,5,2,3,0
"2175",2017,"Utah State","Mountain West","Mountain",13,6,7,0,8,4,4,0,6,3,3,0,6,3,3,0
"2176",2017,"UTEP","Conference USA","West",12,0,12,0,8,0,8,0,5,0,5,0,7,0,7,0
"2177",2017,"UT San Antonio","Conference USA","West",11,6,5,0,8,3,5,0,5,3,2,0,6,3,3,0
"2178",2017,"Vanderbilt","SEC","East",12,5,7,0,8,1,7,0,7,3,4,0,5,2,3,0
"2179",2017,"Virginia","ACC","Coastal",13,6,7,0,8,3,5,0,7,4,3,0,6,2,4,0
"2180",2017,"Virginia Tech","ACC","Coastal",13,9,4,0,8,5,3,0,6,5,1,0,5,3,2,0
"2181",2017,"Wake Forest","ACC","Atlantic",13,8,5,0,8,4,4,0,6,4,2,0,6,3,3,0
"2182",2017,"Washington","Pac-12","North",13,10,3,0,9,7,2,0,7,7,0,0,5,3,2,0
"2183",2017,"Washington State","Pac-12","North",13,9,4,0,9,6,3,0,7,7,0,0,5,2,3,0
"2184",2017,"Western Kentucky","Conference USA","East",13,6,7,0,8,4,4,0,6,4,2,0,6,2,4,0
"2185",2017,"Western Michigan","Mid-American","West",12,6,6,0,8,4,4,0,6,4,2,0,6,2,4,0
"2186",2017,"West Virginia","Big 12","",13,7,6,0,9,5,4,0,6,4,2,0,5,3,2,0
"2187",2017,"Wisconsin","Big Ten","West",14,13,1,0,10,9,1,0,7,7,0,0,6,6,0,0
